campaign_id,client_id,campaign_name,campaign_type,platform,start_date,end_date,budget_inr,objective
CMP00215,CL0124,Social Media Marketing - Brand Awareness,Socialmediamarketing,YouTube Ads,2025-02-25,2026-08-15,77166.0,Brand Awareness
CMP00216,CL0314,Social Media Marketing - App Installs,Socialmediamarketing,Instagram,2025-04-22,2026-07-10,21292.0,App Installs
CMP00217,CL0109,Social Media Marketing - App Installs,Socialmediamarketing,Unknown,2025-06-10,2026-09-06,83474.0,App Installs
CMP00218,CL0110,Email Marketing - Lead Generation,Emailmarketing,Email,2024-12-25,2026-06-22,11388.0,Lead Generation
CMP00219,CL0105,SEO - Brand Awareness,Seo,Organic Search (Google),2026-06-07,2026-09-06,20639.0,Brand Awareness
CMP00220,CL0105,PPC - Website Traffic,Payperclick,Bing Ads,2026-06-07,2026-09-06,132238.0,Website Traffic
CMP00221,CL0029,SEO - App Installs,Seo,Organic Search (Google),2024-10-21,2026-07-20,18903.0,App Installs
CMP00222,CL0194,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Unknown,2025-02-22,2026-07-26,10850.0,Brand Awareness
CMP00223,CL0009,PPC - Brand Awareness,Payperclick,Google Ads,2025-06-23,2026-09-06,143444.0,Brand Awareness
CMP00224,CL0073,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2024-10-04,2026-08-22,59163.0,App Installs
CMP00225,CL0065,Email Marketing - App Installs,Emailmarketing,Email,2026-03-10,2026-09-06,14260.0,App Installs
CMP00226,CL0094,Local SEO / GMB - Local Footfall,Localseo/Gmb,Google My Business,2024-11-11,2026-07-29,23121.0,Local Footfall
CMP00227,CL0243,SEO - App Installs,Seo,Unknown,2025-11-06,2026-08-07,43360.0,App Installs
CMP00228,CL0192,Content Marketing - Local Footfall,Contentmarketing,LinkedIn,2025-08-23,2026-07-07,34542.0,Local Footfall
CMP00229,CL0318,Email Marketing - Brand Awareness,Emailmarketing,Email,2025-09-13,2026-07-28,5465.0,Brand Awareness
CMP00230,CL0113,SEO - Brand Awareness,Seo,Organic Search (Google),2024-09-13,2025-11-02,39828.0,Brand Awareness
CMP00231,CL0298,Content Marketing - Brand Awareness,Contentmarketing,LinkedIn,2026-02-01,2026-09-06,21148.0,Brand Awareness
CMP00232,CL0015,PPC - Lead Generation,Payperclick,Bing Ads,2024-09-24,2026-01-28,124997.0,Lead Generation
CMP00233,CL0162,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-03-27,2026-09-06,57958.0,App Installs
CMP00234,CL0256,Social Media Marketing - Website Traffic,Socialmediamarketing,Unknown,2024-11-27,2026-08-03,25520.0,Website Traffic
CMP00235,CL0171,PPC - Lead Generation,Payperclick,Google Ads,2025-08-10,2026-07-08,135208.0,Lead Generation
CMP00236,CL0299,SEO - Brand Awareness,Seo,Organic Search (Google),2025-05-04,2026-09-06,27792.0,Brand Awareness
CMP00237,CL0101,SEO - Brand Awareness,Seo,Organic Search (Google),2026-01-25,2026-09-06,27214.0,Brand Awareness
CMP00238,CL0011,SEO - Sales / Conversions,Seo,Organic Search (Google),2026-07-08,2026-09-06,57132.0,Sales / Conversions
CMP00239,CL0248,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2025-11-20,2026-09-06,80891.0,Sales / Conversions
CMP00240,CL0022,PPC - Brand Awareness,Payperclick,Bing Ads,2025-02-15,2026-09-06,131737.0,Brand Awareness
CMP00241,CL0245,SEO - Local Footfall,Seo,Organic Search (Google),2025-10-24,2026-07-17,39828.0,Local Footfall
CMP00242,CL0235,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2025-09-22,2026-09-06,92391.0,Brand Awareness
CMP00243,CL0271,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2025-12-27,2026-09-06,24798.0,Website Traffic
CMP00244,CL0154,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2024-12-22,2026-04-14,65997.0,Sales / Conversions
CMP00245,CL0287,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Google My Business,2025-06-22,2026-06-29,14454.0,Sales / Conversions
CMP00246,CL0055,PPC - App Installs,Payperclick,Google Ads,2024-12-25,2025-09-16,81442.0,App Installs
CMP00247,CL0139,Content Marketing - Local Footfall,Contentmarketing,LinkedIn,2025-06-25,2026-09-06,19514.0,Local Footfall
CMP00248,CL0039,SEO - Lead Generation,Seo,Organic Search (Google),2026-05-24,2026-09-06,24226.0,Lead Generation
CMP00249,CL0246,Content Marketing - Sales / Conversions,Contentmarketing,Organic Search (Google),2026-06-06,2026-09-06,27701.0,Sales / Conversions
CMP00250,CL0229,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2025-10-23,2026-08-06,28202.0,Lead Generation
CMP00251,CL0259,Email Marketing - Sales / Conversions,Emailmarketing,Email,2025-04-18,2026-09-06,17706.0,Sales / Conversions
CMP00252,CL0245,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2025-10-22,2026-09-06,44694.0,Website Traffic
CMP00253,CL0099,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Instagram,2025-01-15,2026-05-16,51840.0,Sales / Conversions
CMP00254,CL0022,PPC - Brand Awareness,Payperclick,Bing Ads,2025-04-26,2026-06-08,81442.0,Brand Awareness
CMP00255,CL0298,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2026-02-01,2026-09-06,35785.0,Brand Awareness
CMP00256,CL0158,Content Marketing - Brand Awareness,Contentmarketing,Organic Search (Google),2025-04-26,2026-08-16,30848.0,Brand Awareness
CMP00257,CL0031,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Google My Business,2024-09-16,2026-02-27,23309.0,Brand Awareness
CMP00258,CL0297,Social Media Marketing - Sales / Conversions,Socialmediamarketing,YouTube Ads,2025-06-08,2026-02-16,35669.0,Sales / Conversions
CMP00259,CL0319,SEO - App Installs,Seo,Organic Search (Google),2025-12-28,2026-09-06,41301.0,App Installs
CMP00260,CL0143,Social Media Marketing - Lead Generation,Socialmediamarketing,Meta Ads,2024-10-08,2025-07-02,75211.0,Lead Generation
CMP00261,CL0247,SEO - Lead Generation,Seo,Organic Search (Google),2026-07-03,2026-09-06,38369.0,Lead Generation
CMP00262,CL0012,PPC - Website Traffic,Payperclick,Bing Ads,2025-05-10,2026-08-19,57955.0,Website Traffic
CMP00263,CL0030,PPC - App Installs,Payperclick,Google Ads,2025-06-09,2026-05-24,92074.0,App Installs
CMP00264,CL0089,Content Marketing - Brand Awareness,Contentmarketing,YouTube,2025-04-20,2026-09-03,41729.0,Brand Awareness
CMP00265,CL0210,SEO - Brand Awareness,Seo,Organic Search (Google),2025-03-22,2026-04-10,24985.0,Brand Awareness
CMP00266,CL0043,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-22,2026-09-06,40860.0,Website Traffic
CMP00267,CL0011,SEO - Sales / Conversions,Seo,Organic Search (Google),2026-07-08,2026-09-06,45619.0,Sales / Conversions
CMP00268,CL0215,Email Marketing - App Installs,Emailmarketing,Email,2024-10-23,2026-01-06,11429.0,App Installs
CMP00269,CL0247,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2026-07-03,2026-09-06,47937.0,Lead Generation
CMP00270,CL0237,SEO - Lead Generation,Seo,Organic Search (Google),2026-04-02,2026-09-06,37669.0,Lead Generation
CMP00271,CL0256,SEO - Website Traffic,Seo,Organic Search (Google),2025-05-22,2026-05-26,31356.0,Website Traffic
CMP00272,CL0257,Social Media Marketing - Sales / Conversions,Socialmediamarketing,LinkedIn Ads,2025-12-21,2026-09-06,65849.0,Sales / Conversions
CMP00273,CL0193,PPC - App Installs,Payperclick,Bing Ads,2025-06-13,2026-08-31,39465.0,App Installs
CMP00274,CL0167,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2025-06-28,2026-09-06,93708.0,Website Traffic
CMP00275,CL0275,PPC - Sales / Conversions,Payperclick,Google Ads,2024-12-26,2026-07-06,97588.0,Sales / Conversions
CMP00276,CL0112,Local SEO / GMB - Lead Generation,Localseo/Gmb,Organic Search (Google),2026-04-06,2026-09-06,19020.5,Lead Generation
CMP00277,CL0032,PPC - Lead Generation,Payperclick,Google Ads,2024-09-09,2026-08-22,98346.0,Lead Generation
CMP00278,CL0241,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-01-14,2026-08-26,45216.0,App Installs
CMP00279,CL0089,SEO - Brand Awareness,Seo,Unknown,2025-04-15,2026-09-06,30313.0,Brand Awareness
CMP00280,CL0314,Local SEO / GMB - Website Traffic,Localseo/Gmb,Organic Search (Google),2025-05-05,2026-05-11,23426.0,Website Traffic
CMP00281,CL0133,Local SEO / GMB - App Installs,Localseo/Gmb,Organic Search (Google),2024-12-23,2026-08-08,26916.0,App Installs
CMP00282,CL0273,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2026-05-06,2026-09-06,15105.0,Local Footfall
CMP00283,CL0014,Social Media Marketing - Brand Awareness,Socialmediamarketing,YouTube Ads,2025-10-12,2026-09-06,86863.0,Brand Awareness
CMP00284,CL0211,SEO - Lead Generation,Seo,Organic Search (Google),2025-03-25,2026-05-15,52350.0,Lead Generation
CMP00285,CL0144,Content Marketing - App Installs,Contentmarketing,YouTube,2025-05-30,2026-06-09,14362.0,App Installs
CMP00286,CL0149,Content Marketing - App Installs,Contentmarketing,Organic Search (Google),2026-04-09,2026-09-06,14326.0,App Installs
CMP00287,CL0085,PPC - Brand Awareness,Payperclick,Bing Ads,2025-11-20,2026-09-06,81442.0,Brand Awareness
CMP00288,CL0311,PPC - Website Traffic,Payperclick,Bing Ads,2025-11-20,2026-09-06,129564.0,Website Traffic
CMP00289,CL0126,Social Media Marketing - Brand Awareness,Socialmediamarketing,Instagram,2025-07-18,2026-09-06,48475.0,Brand Awareness
CMP00290,CL0273,Content Marketing - App Installs,Contentmarketing,Organic Search (Google),2026-05-06,2026-09-06,35625.0,App Installs
CMP00291,CL0137,Social Media Marketing - App Installs,Socialmediamarketing,Instagram,2026-05-21,2026-09-06,99975.0,App Installs
CMP00292,CL0016,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2024-12-16,2026-07-08,42437.0,Brand Awareness
CMP00293,CL0282,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-09-19,2026-07-27,34127.0,Sales / Conversions
CMP00294,CL0060,PPC - Sales / Conversions,Payperclick,Google Ads,2025-10-24,2026-09-06,148910.0,Sales / Conversions
CMP00295,CL0087,PPC - Lead Generation,Payperclick,Google Ads,2025-06-11,2026-08-01,56468.0,Lead Generation
CMP00296,CL0276,SEO - Lead Generation,Seo,Organic Search (Google),2025-07-18,2026-09-06,36266.0,Lead Generation
CMP00297,CL0286,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2024-12-23,2026-09-06,27684.0,Local Footfall
CMP00298,CL0294,PPC - Sales / Conversions,Payperclick,Google Ads,2026-03-15,2026-09-06,88019.0,Sales / Conversions
CMP00299,CL0137,PPC - Lead Generation,Payperclick,Bing Ads,2026-05-21,2026-09-06,81442.0,Lead Generation
CMP00300,CL0243,PPC - Lead Generation,Payperclick,Bing Ads,2025-10-14,2026-09-06,108273.0,Lead Generation
CMP00301,CL0105,SEO - Sales / Conversions,Seo,Organic Search (Google),2026-06-07,2026-09-06,46139.0,Sales / Conversions
CMP00302,CL0237,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2026-04-02,2026-09-06,32047.0,Local Footfall
CMP00303,CL0161,PPC - Sales / Conversions,Payperclick,Google Ads,2026-06-20,2026-09-06,82518.0,Sales / Conversions
CMP00304,CL0017,SEO - Local Footfall,Seo,Organic Search (Google),2025-11-21,2026-09-06,17581.0,Local Footfall
CMP00305,CL0134,Content Marketing - Sales / Conversions,Contentmarketing,YouTube,2025-11-04,2026-08-14,18835.0,Sales / Conversions
CMP00306,CL0150,PPC - App Installs,Payperclick,Bing Ads,2025-09-10,2026-09-06,148338.0,App Installs
CMP00307,CL0083,PPC - App Installs,Payperclick,Bing Ads,2026-07-08,2026-09-06,85828.0,App Installs
CMP00308,CL0120,PPC - Lead Generation,Payperclick,Bing Ads,2025-10-31,2026-08-15,100954.0,Lead Generation
CMP00309,CL0161,Content Marketing - Lead Generation,Contentmarketing,YouTube,2026-06-20,2026-09-06,45551.0,Lead Generation
CMP00310,CL0016,PPC - Local Footfall,Payperclick,Google Ads,2024-09-07,2026-09-05,112786.0,Local Footfall
CMP00311,CL0049,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2026-07-08,2026-09-06,41695.0,Local Footfall
CMP00312,CL0246,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2026-06-06,2026-09-06,19020.5,Lead Generation
CMP00313,CL0113,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2024-09-20,2026-08-04,57400.0,Website Traffic
CMP00314,CL0195,PPC - Local Footfall,Payperclick,Google Ads,2025-05-31,2026-09-06,102234.0,Local Footfall
CMP00315,CL0182,Content Marketing - Local Footfall,Contentmarketing,Organic Search (Google),2026-05-13,2026-09-06,21539.0,Local Footfall
CMP00316,CL0177,PPC - Brand Awareness,Payperclick,Bing Ads,2025-03-27,2026-09-06,135754.0,Brand Awareness
CMP00317,CL0133,PPC - App Installs,Payperclick,Bing Ads,2024-10-17,2025-08-19,43385.0,App Installs
CMP00318,CL0155,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2024-10-13,2026-08-19,90148.0,Website Traffic
CMP00319,CL0264,PPC - Local Footfall,Payperclick,Bing Ads,2025-09-09,2026-08-09,134189.0,Local Footfall
CMP00320,CL0309,SEO - Lead Generation,Seo,Organic Search (Google),2025-10-02,2026-07-28,21402.0,Lead Generation
CMP00321,CL0083,PPC - Website Traffic,Payperclick,Bing Ads,2026-07-08,2026-09-06,112321.0,Website Traffic
CMP00322,CL0215,SEO - Lead Generation,Seo,Organic Search (Google),2025-09-02,2026-06-12,59535.0,Lead Generation
CMP00323,CL0311,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-11-20,2026-09-06,94381.0,Sales / Conversions
CMP00324,CL0003,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-04-12,2026-02-06,43929.0,Lead Generation
CMP00325,CL0252,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Google My Business,2025-09-14,2026-09-06,27347.0,Sales / Conversions
CMP00326,CL0159,SEO - App Installs,Seo,Organic Search (Google),2025-10-12,2026-07-02,38065.0,App Installs
CMP00327,CL0310,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2026-03-09,2026-09-06,25343.0,Website Traffic
CMP00328,CL0186,PPC - Brand Awareness,Payperclick,Bing Ads,2026-01-10,2026-09-06,81442.0,Brand Awareness
CMP00329,CL0269,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-09-12,2026-09-06,45712.0,Sales / Conversions
CMP00330,CL0054,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-08-23,2026-07-30,79197.0,Sales / Conversions
CMP00331,CL0046,SEO - App Installs,Seo,Organic Search (Google),2026-07-08,2026-09-06,24752.0,App Installs
CMP00332,CL0297,SEO - Brand Awareness,Seo,Organic Search (Google),2025-02-26,2026-07-19,50956.0,Brand Awareness
CMP00333,CL0169,PPC - Lead Generation,Payperclick,Bing Ads,2024-09-30,2026-05-31,35675.0,Lead Generation
CMP00334,CL0179,PPC - Website Traffic,Payperclick,Bing Ads,2024-12-01,2026-08-09,48478.0,Website Traffic
CMP00335,CL0055,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2025-03-01,2026-02-28,54576.0,App Installs
CMP00336,CL0073,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-03-27,2026-01-02,16778.0,Sales / Conversions
CMP00337,CL0262,SEO - Brand Awareness,Seo,Organic Search (Google),2025-08-19,2026-08-29,32432.0,Brand Awareness
CMP00338,CL0098,SEO - Lead Generation,Seo,Organic Search (Google),2025-12-06,2026-09-06,55947.0,Lead Generation
CMP00339,CL0187,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2024-09-23,2026-02-27,94999.0,Local Footfall
CMP00340,CL0102,PPC - App Installs,Payperclick,Bing Ads,2025-12-07,2026-09-06,133354.0,App Installs
CMP00341,CL0085,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-11-21,2026-09-06,42538.0,Lead Generation
CMP00342,CL0054,PPC - Lead Generation,Payperclick,Unknown,2025-06-07,2026-07-24,28433.0,Lead Generation
CMP00343,CL0298,SEO - Lead Generation,Seo,Organic Search (Google),2026-02-01,2026-09-06,51670.0,Lead Generation
CMP00344,CL0301,Local SEO / GMB - Sales / Conversions,Localseo/Gmb,Organic Search (Google),2024-09-09,2026-08-29,16212.0,Sales / Conversions
CMP00345,CL0037,SEO - App Installs,Seo,Organic Search (Google),2025-06-23,2026-09-06,48697.0,App Installs
CMP00346,CL0114,SEO - Lead Generation,Seo,Organic Search (Google),2024-12-17,2026-04-06,20362.0,Lead Generation
CMP00347,CL0181,SEO - App Installs,Seo,Unknown,2025-12-05,2026-09-06,45056.0,App Installs
CMP00348,CL0123,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2026-07-08,2026-09-06,20900.0,Lead Generation
CMP00349,CL0231,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-01-26,2026-09-06,93234.0,App Installs
CMP00350,CL0084,Social Media Marketing - Brand Awareness,Socialmediamarketing,YouTube Ads,2025-05-26,2026-07-10,23664.0,Brand Awareness
CMP00351,CL0019,Local SEO / GMB - Local Footfall,Localseo/Gmb,Organic Search (Google),2025-08-23,2026-07-12,16974.0,Local Footfall
CMP00352,CL0108,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-04-06,2026-03-27,59547.0,Sales / Conversions
CMP00353,CL0192,Local SEO / GMB - Brand Awareness,Localseo/Gmb,Organic Search (Google),2025-06-20,2026-09-06,16572.0,Brand Awareness
CMP00354,CL0058,SEO - Brand Awareness,Seo,Organic Search (Google),2024-11-28,2026-07-14,44611.0,Brand Awareness
CMP00355,CL0262,Social Media Marketing - App Installs,Socialmediamarketing,Instagram,2025-08-18,2026-09-06,28680.0,App Installs
CMP00356,CL0004,PPC - Sales / Conversions,Payperclick,Google Ads,2025-09-23,2026-08-23,114692.0,Sales / Conversions
CMP00357,CL0022,PPC - Sales / Conversions,Payperclick,Bing Ads,2025-03-08,2026-08-07,55849.0,Sales / Conversions
CMP00358,CL0163,Local SEO / GMB - App Installs,Localseo/Gmb,Organic Search (Google),2025-07-08,2026-07-16,20588.0,App Installs
CMP00359,CL0164,SEO - Website Traffic,Seo,Organic Search (Google),2024-12-21,2026-09-06,54589.0,Website Traffic
CMP00360,CL0095,Local SEO / GMB - Website Traffic,Localseo/Gmb,Organic Search (Google),2025-02-17,2026-09-06,22543.0,Website Traffic
CMP00361,CL0083,PPC - Sales / Conversions,Payperclick,Bing Ads,2026-07-08,2026-09-06,81669.0,Sales / Conversions
CMP00362,CL0023,Social Media Marketing - Lead Generation,Socialmediamarketing,YouTube Ads,2025-03-12,2026-06-30,31154.0,Lead Generation
CMP00363,CL0213,Local SEO / GMB - Lead Generation,Localseo/Gmb,Google My Business,2025-09-22,2026-09-06,15509.0,Lead Generation
CMP00364,CL0122,SEO - Lead Generation,Seo,Organic Search (Google),2026-04-15,2026-09-06,53217.0,Lead Generation
CMP00365,CL0038,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2024-09-15,2026-04-28,12754.0,Website Traffic
CMP00366,CL0128,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2025-01-29,2026-07-01,70785.0,Website Traffic
CMP00367,CL0300,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-02-13,2026-09-06,56221.0,App Installs
CMP00368,CL0084,SEO - Local Footfall,Seo,Organic Search (Google),2025-06-12,2026-08-20,29439.0,Local Footfall
CMP00369,CL0287,Social Media Marketing - Brand Awareness,Socialmediamarketing,YouTube Ads,2025-06-18,2026-09-06,75916.0,Brand Awareness
CMP00370,CL0083,Social Media Marketing - Local Footfall,Socialmediamarketing,YouTube Ads,2026-07-08,2026-09-06,45781.0,Local Footfall
CMP00371,CL0060,PPC - Local Footfall,Payperclick,Bing Ads,2025-10-24,2026-09-06,57269.0,Local Footfall
CMP00372,CL0084,SEO - Website Traffic,Seo,Organic Search (Google),2025-03-30,2026-09-06,38816.0,Website Traffic
CMP00373,CL0104,PPC - Website Traffic,Payperclick,Bing Ads,2024-12-20,2026-07-08,118503.0,Website Traffic
CMP00374,CL0039,Email Marketing - Brand Awareness,Emailmarketing,Email,2026-05-24,2026-09-06,22282.0,Brand Awareness
CMP00375,CL0189,SEO - Brand Awareness,Seo,Organic Search (Google),2024-09-13,2026-09-05,43340.0,Brand Awareness
CMP00376,CL0107,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2025-09-27,2026-08-07,71268.0,Lead Generation
CMP00377,CL0230,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2025-12-27,2026-09-06,25326.0,Website Traffic
CMP00378,CL0158,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-04-03,2026-08-10,27116.0,Sales / Conversions
CMP00379,CL0142,SEO - Brand Awareness,Seo,Organic Search (Google),2026-02-08,2026-09-06,37669.0,Brand Awareness
CMP00380,CL0151,Social Media Marketing - Lead Generation,Socialmediamarketing,Unknown,2026-06-22,2026-09-06,56138.0,Lead Generation
CMP00381,CL0051,SEO - Lead Generation,Seo,Organic Search (Google),2025-04-06,2026-04-17,43396.0,Lead Generation
CMP00382,CL0229,Social Media Marketing - Website Traffic,Socialmediamarketing,LinkedIn Ads,2025-10-01,2026-09-06,69909.0,Website Traffic
CMP00383,CL0034,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2026-06-12,2026-09-06,28067.0,App Installs
CMP00384,CL0231,Social Media Marketing - Website Traffic,Socialmediamarketing,YouTube Ads,2026-01-26,2026-09-06,81351.0,Website Traffic
CMP00385,CL0320,PPC - Lead Generation,Payperclick,Bing Ads,2024-09-08,2026-08-28,67293.0,Lead Generation
CMP00386,CL0245,Social Media Marketing - Lead Generation,Socialmediamarketing,Unknown,2025-10-22,2026-09-06,89569.0,Lead Generation
CMP00387,CL0146,Social Media Marketing - Lead Generation,Socialmediamarketing,Meta Ads,2026-04-08,2026-09-06,76570.0,Lead Generation
CMP00388,CL0101,SEO - App Installs,Seo,Organic Search (Google),2026-01-25,2026-09-06,59232.0,App Installs
CMP00389,CL0280,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-02-14,2026-09-06,68691.0,App Installs
CMP00390,CL0083,Email Marketing - Brand Awareness,Emailmarketing,Unknown,2026-07-08,2026-09-06,15549.0,Brand Awareness
CMP00391,CL0155,Social Media Marketing - Lead Generation,Socialmediamarketing,Unknown,2024-11-07,2025-09-25,30968.0,Lead Generation
CMP00392,CL0247,Social Media Marketing - Brand Awareness,Socialmediamarketing,LinkedIn Ads,2026-07-03,2026-09-06,48886.0,Brand Awareness
CMP00393,CL0296,PPC - App Installs,Payperclick,Bing Ads,2025-12-31,2026-09-06,131584.0,App Installs
CMP00394,CL0295,SEO - Lead Generation,Seo,Organic Search (Google),2024-09-09,2026-01-27,32191.0,Lead Generation
CMP00395,CL0029,PPC - App Installs,Payperclick,Bing Ads,2024-10-26,2026-08-14,26935.0,App Installs
CMP00396,CL0288,SEO - Sales / Conversions,Seo,Organic Search (Google),2025-09-18,2026-06-28,26030.0,Sales / Conversions
CMP00397,CL0037,Local SEO / GMB - Lead Generation,Localseo/Gmb,Organic Search (Google),2025-09-30,2026-06-21,21094.0,Lead Generation
CMP00398,CL0188,PPC - Local Footfall,Payperclick,Google Ads,2026-03-03,2026-09-06,101784.0,Local Footfall
CMP00399,CL0298,Content Marketing - Website Traffic,Contentmarketing,LinkedIn,2026-02-01,2026-09-06,49352.0,Website Traffic
CMP00400,CL0210,SEO - App Installs,Seo,Organic Search (Google),2024-10-07,2026-09-06,57023.0,App Installs
CMP00401,CL0304,PPC - Lead Generation,Payperclick,Bing Ads,2024-10-14,2026-09-06,89095.0,Lead Generation
CMP00402,CL0111,PPC - Sales / Conversions,Payperclick,Google Ads,2025-03-26,2026-04-14,92086.0,Sales / Conversions
CMP00403,CL0101,PPC - Website Traffic,Payperclick,Google Ads,2026-01-25,2026-09-06,124087.0,Website Traffic
CMP00404,CL0105,Content Marketing - Website Traffic,Contentmarketing,YouTube,2026-06-07,2026-09-06,11945.0,Website Traffic
CMP00405,CL0114,Local SEO / GMB - Lead Generation,Localseo/Gmb,Organic Search (Google),2024-11-13,2026-09-06,19020.5,Lead Generation
CMP00406,CL0219,Email Marketing - Website Traffic,Emailmarketing,Email,2025-05-07,2026-08-09,14480.0,Website Traffic
CMP00407,CL0145,SEO - Local Footfall,Seo,Organic Search (Google),2026-02-12,2026-09-06,50238.0,Local Footfall
CMP00408,CL0236,Content Marketing - App Installs,Contentmarketing,Unknown,2024-11-27,2026-08-31,42014.0,App Installs
CMP00409,CL9998,SEO - Brand Awareness,Seo,Organic Search (Google),2024-12-22,2026-07-24,44501.0,Brand Awareness
CMP00410,CL0099,Email Marketing - Local Footfall,Emailmarketing,Email,2024-11-20,2026-03-31,18145.0,Local Footfall
CMP00411,CL0061,Social Media Marketing - App Installs,Socialmediamarketing,YouTube Ads,2026-04-12,2026-09-06,73746.0,App Installs
CMP00412,CL0177,PPC - Lead Generation,Payperclick,Unknown,2025-04-28,2026-08-30,95417.0,Lead Generation
CMP00413,CL0288,SEO - Lead Generation,Seo,Organic Search (Google),2025-02-22,2026-07-24,25251.0,Lead Generation
CMP00414,CL0275,SEO - Local Footfall,Seo,Unknown,2025-09-09,2026-05-30,27803.0,Local Footfall
CMP00415,CL0082,PPC - Brand Awareness,Payperclick,Google Ads,2025-05-01,2026-09-06,116436.0,Brand Awareness
CMP00416,CL0153,Email Marketing - Lead Generation,Emailmarketing,Email,2025-03-12,2026-07-01,17367.0,Lead Generation
CMP00417,CL0226,Content Marketing - Sales / Conversions,Contentmarketing,YouTube,2026-02-12,2026-09-06,19516.0,Sales / Conversions
CMP00418,CL0196,Local SEO / GMB - Website Traffic,Localseo/Gmb,Google My Business,2026-06-12,2026-09-06,27312.0,Website Traffic
CMP00419,CL0022,SEO - Website Traffic,Seo,Organic Search (Google),2025-02-15,2026-09-06,59128.0,Website Traffic
CMP00420,CL9998,Social Media Marketing - Website Traffic,Socialmediamarketing,Instagram,2025-08-10,2026-09-06,68216.0,Website Traffic
CMP00421,CL0013,PPC - Local Footfall,Payperclick,Google Ads,2026-07-01,2026-09-06,49612.0,Local Footfall
CMP00422,CL0038,Social Media Marketing - App Installs,Socialmediamarketing,Meta Ads,2025-08-05,2026-07-22,55990.5,App Installs
CMP00423,CL0210,PPC - Lead Generation,Payperclick,Bing Ads,2025-05-13,2026-02-07,50768.0,Lead Generation
CMP00424,CL0033,PPC - Lead Generation,Payperclick,Bing Ads,2026-03-14,2026-09-06,76220.0,Lead Generation
CMP00425,CL0109,Social Media Marketing - Lead Generation,Socialmediamarketing,LinkedIn Ads,2024-10-01,2026-09-02,87987.0,Lead Generation
CMP00426,CL0189,SEO - Sales / Conversions,Seo,Organic Search (Google),2024-09-20,2026-08-02,38430.0,Sales / Conversions
CMP00427,CL0210,Social Media Marketing - Sales / Conversions,Socialmediamarketing,Meta Ads,2025-02-01,2026-07-18,35653.0,Sales / Conversions
CMP00428,CL0143,Social Media Marketing - Local Footfall,Socialmediamarketing,Meta Ads,2024-09-06,2026-08-22,21808.0,Local Footfall
