client_id,agency_id,business_name,industry,city,onboarding_date,monthly_retainer_inr,client_status
CL0291,AG029,Metro Fitness Studio,Fitness & Wellness,Lucknow,2026-01-08,15787.0,Active
CL0292,AG026,Lucknow Corp,Manufacturing / B2B,Rae Bareli,2024-08-06,46770.0,Active
CL0293,AG030,National Classes,Education & Coaching,Varanasi,2025-11-23,17070.0,Active
CL0294,AG019,Trust Kitchen,Restaurants & Cafes,Rae Bareli,2026-03-15,34603.0,Active
CL0295,AG031,Sai Builders,Real Estate,Sultanpur,2024-08-11,89382.0,Active
CL0296,AG036,Om Builders,Real Estate,Lucknow,2025-12-31,54324.0,Active
CL0297,AG035,Care Mart,E-Commerce & D2C,Kanpur,2025-01-18,57744.0,Active
CL0298,AG028,Ganga Designs,Home Services & Interiors,Lucknow,2026-02-01,39601.0,Active
CL0299,AG003,Prime Properties,Real Estate,Lucknow,2025-05-04,73001.0,Active
CL0300,AG033,Sunrise Wellness,Fitness & Wellness,Rae Bareli,2026-02-13,23174.0,Inactive
CL0301,AG017,Modern Gems,Jewellery,Lucknow,2024-07-17,52871.0,Active
CL0302,AG034,Radhe Cart,E-Commerce & D2C,Lucknow,2025-02-15,87904.0,Inactive
CL0303,AG025,Green Motors,Automobile Dealers,Kanpur,2024-11-05,47657.0,Active
CL0304,AG040,City Traders,Manufacturing / B2B,Kanpur,2024-10-14,77409.0,Inactive
CL0305,AG016,Star Kitchen,Restaurants & Cafes,Kanpur,2024-12-06,28606.0,Active
CL0306,AG042,Awadh Properties,Real Estate,Lucknow,2025-02-09,89382.0,Active
CL0307,AG039,Sunrise Infra,Real Estate,Lucknow,2024-06-30,111749.0,Inactive
CL0308,AG015,Prime Yatra,Travel & Tourism,Lucknow,2025-11-22,41523.0,Active
CL0309,AG022,Krishna Institute,Education & Coaching,Prayagraj,2025-07-07,24803.0,Active
CL0310,AG024,Lucknow Celebrations,Wedding & Events,Barabanki,2026-03-09,48263.0,Active
CL0311,AG035,Shree Boutique,Fashion & Apparel,Lucknow,2025-11-20,38933.0,Active
CL0312,AG032,Royal Industries,Manufacturing / B2B,Kanpur,2024-07-19,36712.0,Active
CL0313,AG039,Nawab Properties,Real Estate,Lucknow,2024-05-10,89407.0,Active
CL0314,AG017,Grand Legal Associates,Legal Services,Lucknow,2025-03-17,17359.0,Active
CL0315,AG023,Metro Capital,Fintech & Local Finance,Lucknow,2025-05-07,61847.0,Active
CL0316,AG020,National Gems,Jewellery,Lucknow,2024-10-07,66788.0,Active
CL0317,AG041,Urban Bazaar,E-Commerce & D2C,Varanasi,2026-01-27,31025.0,Active
CL0318,AG014,Nawab Wellness,Fitness & Wellness,Sultanpur,2025-08-03,17456.0,Active
CL0319,AG027,Green Foods,Restaurants & Cafes,Lucknow,2025-12-28,28856.0,Active
CL0320,AG006,Care Cars,Automobile Dealers,Rae Bareli,2024-06-13,51765.0,Active
